school.name,lat,lon,addr
High School for Law Enforcement and Public Safety,40.6859426,-73.783534,"116-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA"
High School for Law and Public Service,40.8558937,-73.9260333,"549 Audubon Ave, New York, NY 10040, USA"
High School for Innovation in Advertising and Medi,40.6409517,-73.8976898,"1600 Rockaway Pkwy, Brooklyn, NY 11236, USA"
High School for Health Professions and Human Servi,40.7325413,-73.9828421,"345 E 15th St, New York, NY 10003, USA"
High School for Health Careers and Sciences,40.8555572,-73.9262029,"549 Audubon Ave, New York, NY 10040, USA"
High School for Environmental Studies,40.7679759,-73.9881796,"444 W 56th St, New York, NY 10019, USA"
High School for Energy and Technology,40.8552601,-73.8824187,"2474 Crotona Ave, Bronx, NY 10458, USA"
High School for Dual Language and Asian Studies,40.7173162,-73.989318,"350 Grand St, New York, NY 10002, USA"
High School for Contemporary Arts,40.8750988,-73.8616623,"800 E Gun Hill Rd, Bronx, NY 10467, USA"
"High School for Construction Trades, Engineering a",40.6892738,-73.8412316,"94-06 104th St, Queens, NY 11416, USA"
High School for Community Leadership,40.7142166,-73.7980185,"167-01 Gothic Dr, Jamaica, NY 11432, USA"
High School for Civil Rights,40.6668454,-73.8952889,"400 Pennsylvania Ave, Brooklyn, NY 11207, USA"
"High School for Arts, Imagination and Inquiry",40.7748991,-73.9856156,"122 Amsterdam Ave, New York, NY 10023, USA"
High School for Arts and Business,40.7376899,-73.8534401,"105-25 Horace Harding Expy, Corona, NY 11368, USA"
"Heritage School, The",40.791964,-73.946878,"1680 Lexington Ave, New York, NY 10029, USA"
Herbert H. Lehman High School,40.840173,-73.839357,"3000 E Tremont Ave - Floor 1, Bronx, NY 10461, United States"
Henry Street School for International Studies,40.7134455,-73.9860332,"220 Henry St, New York, NY 10002, USA"
Health Opportunities High School,40.815542,-73.9304433,"350 Gerard Ave, Bronx, NY 10451, USA"
Harvest Collegiate High School,40.7365985,-73.9954131,"34 W 14th St, New York, NY 10011, USA"
Harry S Truman High School,40.874285,-73.833329,"750 Baychester Ave, Bronx, NY 10475, USA"
Harlem Village Academy Leadership Charter School,40.7992619,-73.9338696,"2351 1st Avenue, Floor 4, New York, NY 10035, United States"
Harlem Village Academy Charter School,40.8212634,-73.9407418,"244 W 144th St # 4th, New York, NY 10030, USA"
Harlem Children's Zone Promise Academy II Charter,40.8086945,-73.9368392,"1916 Park Ave, New York, NY 10037, USA"
Harlem Children's Zone Promise Academy 1 Charter S,40.8124461,-73.9482207,"245 W 129th St, New York, NY 10027, USA"
"H.E.R.O. High (Health, Education, and Research Occ",40.810415,-73.9075759,"455 Southern Blvd, Bronx, NY 10455, USA"
Grover Cleveland High School,40.7116316,-73.9091658,"21-27 Himrod St, Ridgewood, NY 11385, USA"
Gregorio Luperon High School for Science and Mathe,40.8382195,-73.9385431,"501 W 165th St, New York, NY 10032, USA"
Green School: An Academy for Environmental Careers,40.7097423,-73.9445006,"223 Graham Ave, Brooklyn, NY 11206, USA"
Gramercy Arts High School,40.7353879,-73.987228,"40 Irving Pl, New York, NY 10003, USA"
Grace Dodge Career and Technical Education High Sc,40.8553275,-73.8824109,"2474 Crotona Ave, Bronx, NY 10458, USA"
Gotham Professional Arts Academy,40.6801745,-73.9214624,"265 Ralph Ave, Brooklyn, NY 11233, USA"
George Westinghouse Career and Technical Education,40.6958629,-73.9855862,"105 Tech Pl, Brooklyn, NY 11201, USA"
George Washington Carver High School for the Scien,40.6679692,-73.7580558,"143-10 Springfield Blvd, Springfield Gardens, NY 11413, USA"
Gaynor McCown Expeditionary Learning School,40.581969,-74.1593599,"100 Essex Dr, Staten Island, NY 10314, USA"
Gateway School for Environmental Research and Tech,40.8213444,-73.8556733,"1980 Lafayette Ave, Bronx, NY 10473, USA"
Frederick Douglass Academy VII High School,40.6655301,-73.9120609,"226 Bristol St, Brooklyn, NY 11212, USA"
Frederick Douglass Academy VI High School,40.601532,-73.763979,"8-21 Bay 25th St, Far Rockaway, NY 11691, USA"
Frederick Douglass Academy IV Secondary School,40.6919757,-73.9314884,"1014 Lafayette Ave, Brooklyn, NY 11221, USA"
Frederick Douglass Academy III Secondary School,40.8337212,-73.9038974,"3630 Third Ave, Bronx, NY 10456, USA"
Frederick Douglass Academy II Secondary School,40.8025691,-73.9541214,"215 W 114th St, New York, NY 10026, USA"
Frederick Douglass Academy,40.8243982,-73.9365449,"2581 Adam Clayton Powell Jr Blvd, New York, NY 10039, USA"
Franklin Delano Roosevelt High School,40.6213242,-73.9825025,"5800 20th Ave, Brooklyn, NY 11204, USA"
Frank Sinatra School of the Arts High School,40.7560972,-73.9251655,"35-12 35th Ave, Queens, NY 11106, USA"
FRANK McCOURT HIGH SCHOOL,40.7861222,-73.9744821,"145 W 84th St, New York, NY 10024, USA"
Francis Lewis High School,40.7407391,-73.7939348,"58-20 Utopia Pkwy, Fresh Meadows, NY 11365, USA"
Frances Perkins Academy,40.7222345,-73.9532927,"50 Bedford Ave, Brooklyn, NY 11222, USA"
Foundations Academy,40.6968241,-73.9473055,"70 Tompkins Ave, Brooklyn, NY 11206, USA"
Fort Hamilton High School,40.6271178,-74.0392943,"8301 Shore Rd, Brooklyn, NY 11209, USA"
Forest Hills High School,40.7297115,-73.8449259,"67-01 110th St, Forest Hills, NY 11375, USA"
Foreign Language Academy of Global Studies,40.810911,-73.9092839,"470 Jackson Ave, Bronx, NY 10455, USA"
Fordham Leadership Academy for Business and Techno,40.8595464,-73.8886017,"500 E Fordham Rd, Bronx, NY 10458, USA"
Fordham High School for the Arts,40.8595423,-73.8885964,"500 E Fordham Rd, Bronx, NY 10458, USA"
Food and Finance High School,40.7655356,-73.9931625,"525 W 50th St, New York, NY 10019, USA"
Flushing International High School,40.7600404,-73.8180648,"144-80 Barclay Ave, Flushing, NY 11355, USA"
Flushing High School,40.7651149,-73.8268567,"35-01 Union St, Queens, NY 11354, USA"
Fiorello H. LaGuardia High School of Music & Art a,40.7741856,-73.9851211,"100 Amsterdam Ave, New York, NY 10023, USA"
Felisa Rincon de Gautier Institute for Law and Pub,40.820831,-73.8806876,"1440 Story Ave, Bronx, NY 10473, USA"
FDNY High School for Fire and Life Safety,40.6675989,-73.8947925,"400 Pennsylvania Ave, Brooklyn, NY 11207, USA"
Fannie Lou Hamer Freedom High School,40.8310801,-73.8856007,"10001, Jennings Street, Bronx, New York 10460, United States"
"Facing History School, The",40.7655356,-73.9931625,"525 W 50th St, New York, NY 10019, USA"
Explorations Academy,40.8362837,-73.890659,"1619 Boston Rd, Bronx, NY 10460, USA"
Expeditionary Learning School for Community Leader,40.5935726,-73.985987,"2630 Benson Ave, Brooklyn, NY 11214, USA"
Eximius College Preparatory Academy: A College Boa,40.8339721,-73.9027472,"1363 Fulton Ave, Bronx, NY 10456, USA"
Excelsior Preparatory High School,40.6680413,-73.7579342,"143-10 Springfield Blvd, Springfield Gardens, NY 11413, USA"
Excellence Boys Charter School,40.6834471,-73.9259532,"225 Patchen Ave, Brooklyn, NY 11233, USA"
Essex Street Academy,40.717321,-73.989323,"350 Grand St, New York, NY 10002, USA"
ESPERANZA PREPARATORY ACADEMY,40.792727,-73.9421359,"240 E 109th St, New York, NY 10029, USA"
Epic High School - South,40.6750633,-73.8166916,"121-10 Rockaway Blvd, South Ozone Park, NY 11420, USA"
Epic High School - North,40.6926827,-73.8290101,"94-25 117th St, South Richmond Hill, NY 11419, USA"
Energy Tech High School,40.8552601,-73.8824187,"2474 Crotona Ave, Bronx, NY 10458, USA"
Eleanor Roosevelt High School,40.770282,-73.953267,"411 E 76th St, New York, NY 10021, USA"
El Puente Academy for Peace and Justice,40.7056151,-73.9554827,"250 Hooper St, Brooklyn, NY 11211, USA"
Edward R. Murrow High School,40.6197592,-73.9591139,"1600 Avenue L, Brooklyn, NY 11230, USA"
EBC High School for Public Service - Bushwick,40.6947519,-73.9292674,"1155 Dekalb Ave, Brooklyn, NY 11221, USA"
East-West School of International Studies,40.7494299,-73.82141,"46-21 Colden St, Flushing, NY 11355, USA"
East Side Community School,40.7293824,-73.982502,"420 E 12th St, New York, NY 10009, USA"
East New York Family Academy,40.6610312,-73.8869552,"2057 Linden Blvd, Brooklyn, NY 11207, USA"
East Bronx Academy for the Future,40.8367822,-73.8877059,"1716 Southern Blvd, Bronx, NY 10460, USA"
Eagle Academy for Young Men III,40.6779834,-73.915842,"1137 Herkimer St, Brooklyn, NY 11233, USA"
Eagle Academy for Young Men II,40.6779834,-73.915842,"1137 Herkimer St, Brooklyn, NY 11233, USA"
Eagle Academy for Young Men,40.845264,-73.897176,"4143 Third Ave, Bronx, NY 10457, USA"
DreamYard Preparatory School,40.8396259,-73.9113888,"240 E 172nd St, Bronx, NY 10457, USA"
Dr. Susan S. McKinney Secondary School of the Arts,40.6969046,-73.9759851,"101 Park Ave, Brooklyn, NY 11205, USA"
Dr. Richard Izquierdo Health and Science Charter S,40.8273541,-73.9005875,"800 Home St, Bronx, NY 10456, USA"
Discovery High School,40.870474,-73.897125,"2780 Reservoir Ave, Bronx, NY 10468, USA"
DeWitt Clinton High School,40.881324,-73.887407,"100 W Mosholu Pkwy S, Bronx, NY 10468, USA"
Democracy Prep Harlem Charter School,40.814412,-73.945122,"207 W 133rd St, New York, NY 10030, USA"
Democracy Prep Charter School,40.8145421,-73.9450301,"222 W 134th St, New York, NY 10030, USA"
Cypress Hills Collegiate Preparatory School,40.6930052,-73.8690682,"999 Jamaica Ave, Brooklyn, NY 11208, USA"
Curtis High School,40.645186,-74.0816561,"105 Hamilton Ave, Staten Island, NY 10301, USA"
Cultural Academy for the Arts and Sciences,40.6480444,-73.9222286,"5800 Tilden Ave, Brooklyn, NY 11203, USA"
CSI High School for International Studies,40.5819075,-74.1590049,"100 Essex Dr, Staten Island, NY 10314, USA"
Crotona International High School,40.8553839,-73.8823041,"2474 Crotona Ave, Bronx, NY 10458, USA"
Coney Island Preparatory Public Charter School,40.5943989,-73.9938545,"8787 24th Ave, Brooklyn, NY 11214, USA"
Comprehensive Model School Project M.S. 327,40.8432195,-73.9160047,"1501 Jerome Ave, Bronx, NY 10452, USA"
Community School for Social Justice,40.8158033,-73.9298282,"350 Gerard Ave, Bronx, NY 10451, USA"
Community Health Academy of the Heights,40.8336419,-73.9422627,"504 W 158th St, New York, NY 10032, USA"
Columbia Secondary School,40.810687,-73.956061,"425 W 123rd St, New York, NY 10027, USA"
Collegiate Institute for Math and Science,40.8602833,-73.8603759,"925 Astor Ave, Bronx, NY 10469, USA"
Cobble Hill School of American Studies,40.6848686,-73.99077,"347 Baltic St, Brooklyn, NY 11201, USA"
Coalition School for Social Change,40.7992278,-73.9338214,"2351 1st Avenue, New York, NY 10035, USA"
Claremont International HS,40.8396545,-73.9113859,"240 E 172nd St, Bronx, NY 10457, USA"
Clara Barton High School,40.6691193,-73.9617434,"901 Classon Ave, Brooklyn, NY 11225, USA"
Civic Leadership Academy,40.743204,-73.871482,"45-10 94th St, Queens, NY 11373, USA"
"City Polytechnic High School of Engineering, Archi",40.6956553,-73.9858309,"105 Tech Pl, Brooklyn, NY 11201, USA"
City College Academy of the Arts,40.8608456,-73.9301494,"4600 Broadway, New York, NY 10040, USA"
Choir Academy of Harlem,40.8070626,-73.9388294,"2005 Madison Ave, New York, NY 10035, USA"
Chelsea Career and Technical Education High School,40.7245689,-74.0048241,"131 6th Ave, New York, NY 10013, USA"
Channel View School for Research,40.5866656,-73.8234351,"100-00 Beach Channel Dr, Rockaway Park, NY 11694, USA"
Central Park East High School,40.7936899,-73.9491583,"1573 Madison Ave, New York, NY 10029, USA"
"Celia Cruz Bronx High School of Music, The",40.8705478,-73.8972152,"2780 Reservoir Ave, Bronx, NY 10468, USA"
Cambria Heights Academy,40.7116047,-73.7709697,"188-04 91st Ave, Hollis, NY 11423, USA"
"Business, Computer Applications & Entrepreneurship",40.698328,-73.74615,"207-01 116th Ave, Cambria Heights, NY 11411, USA"
Business Technology Early College High School,40.733761,-73.7390273,"230-17 Hillside Avenue, Queens Village, NY 11427, USA"
BUSINESS OF SPORTS SCHOOL,40.7639937,-73.9904866,"439 W 49th St, New York, NY 10019, USA"
Bushwick School for Social Justice,40.6968124,-73.9117231,"400 Irving Ave, Brooklyn, NY 11237, USA"
Bushwick Leaders High School for Academic Excellen,40.6953387,-73.9274444,"797 Bushwick Ave, Brooklyn, NY 11221, USA"
Brownsville Collegiate Charter School,40.6686541,-73.9051131,"364 Sackman St, Brooklyn, NY 11212, USA"
Brooklyn Theatre Arts High School,40.6335392,-73.9174421,"6565 Flatlands Ave, Brooklyn, NY 11236, USA"
Brooklyn Technical High School,40.6895732,-73.9762527,"29 Fort Greene Pl, Brooklyn, NY 11217, USA"
Brooklyn Studio Secondary School,40.6048465,-73.9947464,"8310 21st Ave, Brooklyn, NY 11214, USA"
Brooklyn Secondary School for Collaborative Studie,40.6794323,-74.0019427,"610 Henry St, Brooklyn, NY 11231, USA"
Brooklyn School for Music & Theatre,40.6700279,-73.9610552,"883 Classon Ave, Brooklyn, NY 11225, USA"
Brooklyn School for Global Studies,40.6849969,-73.9930755,"284 Baltic St, Brooklyn, NY 11201, USA"
Brooklyn Prospect Charter School,40.6480264,-73.9785505,"3002 Fort Hamilton Pkwy, Brooklyn, NY 11218, USA"
Brooklyn Preparatory High School,40.7154197,-73.9549291,"257 N 6th St, Brooklyn, NY 11211, USA"
"Brooklyn Latin School, The",40.7097646,-73.9445189,"223 Graham Ave, Brooklyn, NY 11206, USA"
Brooklyn Lab School,40.6928503,-73.8689912,"999 Jamaica Ave, Brooklyn, NY 11208, USA"
Brooklyn International High School,40.6973449,-73.9844964,"49 Flatbush Ave Ext, Brooklyn, NY 11201, USA"
Brooklyn Institute for Liberal Arts,40.6586122,-73.9430922,"600 Kingston Ave, Brooklyn, NY 11203, USA"
Brooklyn High School of the Arts,40.6838346,-73.9803552,"345 Dean St, Brooklyn, NY 11217, USA"
Brooklyn High School for Law and Technology,40.6884532,-73.9207644,"1396 Broadway, Brooklyn, NY 11221, USA"
Brooklyn Generation School,40.6335392,-73.9174421,"6565 Flatlands Ave, Brooklyn, NY 11236, USA"
Brooklyn East Collegiate Charter School,40.678424,-73.9658195,"80 Underhill Ave, Brooklyn, NY 11238, USA"
"Brooklyn Community High School of Communication, A",40.6917001,-73.9584562,"300 Willoughby Ave, Brooklyn, NY 11205, USA"
Brooklyn Collegiate: A College Board School,40.6744933,-73.9132462,"2021 Bergen St, Brooklyn, NY 11233, USA"
Brooklyn College Academy,40.6492022,-73.9718961,"350 Coney Island Ave, Brooklyn, NY 11218, USA"
Brooklyn Academy of Science and the Environment,40.6700279,-73.9610552,"883 Classon Ave, Brooklyn, NY 11225, USA"
Bronxdale High School,40.8603726,-73.8602604,"925 Astor Ave, Bronx, NY 10469, USA"
Bronx Theatre High School,40.8774191,-73.9132583,"99 Terrace View Ave, Bronx, NY 10463, USA"
Bronx Studio School for Writers and Artists,40.8203983,-73.8929382,"928 Simpson St, Bronx, NY 10459, USA"
Bronx School of Law and Finance,40.8776412,-73.913386,"99 Terrace View Ave, Bronx, NY 10463, USA"
"Bronx School for Law, Government and Justice",40.827493,-73.9190153,"244 E 163rd St, Bronx, NY 10451, USA"
Bronx River High School,40.839983,-73.8393794,"3000 E Tremont Ave, Bronx, NY 10461, USA"
Bronx Preparatory Charter School,40.8389683,-73.900106,"3872 Third Ave, Bronx, NY 10457, USA"
Bronx Lighthouse Charter School,40.8234049,-73.897151,"1005 Intervale Ave, Bronx, NY 10459, USA"
Bronx Leadership Academy II High School,40.822489,-73.92314,"730A Concourse Village W, Bronx, NY 10451, USA"
Bronx Leadership Academy High School,40.8434287,-73.9031094,"1710 Webster Ave, Bronx, NY 10457, USA"
Bronx Latin,40.8271204,-73.9008891,"800 Home St #426, Bronx, NY 10456, USA"
Bronx Lab School,40.8750988,-73.8616623,"800 E Gun Hill Rd, Bronx, NY 10467, USA"
Bronx International High School,40.8271913,-73.9040046,"1100 Boston Rd, Bronx, NY 10456, USA"
Bronx High School of Science,40.8783054,-73.890843,"75 W 205th St, Bronx, NY 10468, USA"
Bronx High School of Business,40.8396545,-73.911386,"240 E 172nd St, Bronx, NY 10457, USA"
Bronx High School for Writing and Communication Ar,40.8751619,-73.8616096,"800 E Gun Hill Rd, Bronx, NY 10467, USA"
Bronx High School for the Visual Arts,40.8517178,-73.864467,"50 Antin Pl, Bronx, NY 10462, USA"
Bronx High School for Medical Science,40.8396545,-73.911386,"240 E 172nd St, Bronx, NY 10457, USA"
Bronx High School for Law and Community Service,40.8595181,-73.8885909,"500 E Fordham Rd, Bronx, NY 10458, USA"
Bronx Health Sciences High School,40.8740126,-73.8333032,"750 Baychester Ave, Bronx, NY 10475, USA"
Bronx Guild,40.821999,-73.855774,"1980 Lafayette Ave, Bronx, NY 10473, USA"
Bronx Envision Academy,40.8363157,-73.8907414,"1619 Boston Rd, Bronx, NY 10460, USA"
Bronx Engineering and Technology Academy,40.8776027,-73.9133334,"99 Terrace View Ave, Bronx, NY 10463, USA"
Bronx Early College Academy for Teaching & Learnin,40.8281781,-73.9175579,"250 E 164th St, Bronx, NY 10456, USA"
Bronx Design and Construction Academy,40.8186347,-73.9199144,"333 E 151st St, Bronx, NY 10451, USA"
Bronx Compass High School,40.8213228,-73.855699,"1980 Lafayette Ave, Bronx, NY 10473, USA"
Bronx Collegiate Academy,40.839614,-73.911386,"240 E 172nd St, Bronx, NY 10457, USA"
Bronx Collaborative High School,40.8817428,-73.8871175,"3rd Floor North, 100 W Mosholu Pkwy S, Bronx, NY 10468, United States"
Bronx Center for Science and Mathematics,40.8339721,-73.9027472,"1363 Fulton Ave, Bronx, NY 10456, USA"
Bronx Career and College Preparatory High School,40.8271204,-73.9008891,"800 Home St, Bronx, NY 10456, USA"
BRONX BRIDGES HIGH SCHOOL,40.8214475,-73.8556542,"1980 Lafayette Ave, Bronx, NY 10473, USA"
Bronx Aerospace High School,40.8751619,-73.8616096,"800 E Gun Hill Rd, Bronx, NY 10467, USA"
Bronx Academy of Health Careers,40.8750988,-73.8616623,"800 E Gun Hill Rd, Bronx, NY 10467, USA"
Bronx Academy for Software Engineering (BASE),40.855217,-73.8826068,"2474 Crotona Ave, Bronx, NY 10458, USA"
Bread & Roses Integrated Arts High School,40.8172824,-73.947238,"6 Edgecombe Ave, New York, NY 10030, USA"
Boys and Girls High School,40.6789227,-73.9316585,"1700 Fulton St, Brooklyn, NY 11213, USA"
Benjamin N. Cardozo High School,40.7519018,-73.7565313,"5700 223rd St, Bayside, NY 11364, USA"
Benjamin Franklin High School for Finance & Inform,40.6981894,-73.7460088,"207-01 116th Ave, Jamaica, NY 11411, USA"
Benjamin Banneker Academy,40.6955429,-73.9687151,"77 Clinton Ave, Brooklyn, NY 11205, USA"
Belmont Preparatory High School,40.8594021,-73.8886743,"500 E Fordham Rd, Bronx, NY 10458, USA"
Bedford Stuyvesant Collegiate -Uncommon Collegiate,40.6880664,-73.9326769,"800 Gates Ave, Brooklyn, NY 11221, USA"
Bedford Academy High School,40.6854101,-73.9541902,"1119 Bedford Ave, Brooklyn, NY 11216, USA"
Beacon High School,40.7613951,-73.9959894,"522 W 44th St, New York, NY 10036, USA"
Bayside High School,40.7714489,-73.7810639,"3224 Corporal Kennedy St, Bayside, NY 11361, USA"
Baruch College Campus High School,40.7418485,-73.985909,"55 E 25th St, New York, NY 10010, USA"
Bard High School Early College Queens,40.7448591,-73.9369449,"30-20 Thomson Ave, Long Island City, NY 11101, USA"
Bard High School Early College,40.7182547,-73.9760185,"525 E Houston St, New York, NY 10002, USA"
Banana Kelly High School,40.8176439,-73.8980239,"965 Longwood Ave, Bronx, NY 10459, USA"
Baccalaureate School for Global Education,40.7551568,-73.9269736,"34-12 36th Ave, Astoria, NY 11106, USA"
Aviation Career & Technical Education High School,40.743581,-73.9292176,"45-30 36th St, Long Island City, NY 11101, USA"
Automotive High School,40.7224451,-73.9532235,"50 Bedford Ave, Brooklyn, NY 11222, USA"
August Martin High School,40.6747641,-73.7832326,"156-10 Baisley Blvd, Jamaica, NY 11434, USA"
Astor Collegiate Academy,40.8602833,-73.8603759,"925 Astor Ave, Bronx, NY 10469, USA"
Arts & Media Preparatory Academy,40.658679,-73.928761,"905 Winthrop St, Brooklyn, NY 11203, USA"
Art and Design High School,40.7591326,-73.9664438,"245 E 56th St, New York, NY 10022, USA"
"Archimedes Academy for Math, Science and Technolog",40.8150174,-73.8560178,"456 White Plains Rd, Bronx, NY 10473, USA"
Antonia Pantoja Preparatory Academy: A College Boa,40.8213444,-73.8556733,"1980 Lafayette Ave, Bronx, NY 10473, USA"
All City Leadership Secondary School,40.6975906,-73.9130973,"321 Palmetto St, Brooklyn, NY 11237, USA"
Alfred E. Smith Career and Technical Education Hig,40.8185183,-73.9199681,"333 E 151st St, Bronx, NY 10451, USA"
ACORN Community High School,40.6785854,-73.9619432,"561 Grand Ave, Brooklyn, NY 11238, USA"
Achievement First Endeavor Charter School,40.6823171,-73.965849,"510 Waverly Ave, Brooklyn, NY 11238, USA"
Achievement First East New York Charter School,40.6637837,-73.8932587,"557 Pennsylvania Ave, Brooklyn, NY 11207, USA"
Achievement First Crown Heights Charter School,40.6622465,-73.9363232,"790 E New York Ave, Brooklyn, NY 11203, USA"
Achievement First Bushwick Charter School,40.6889123,-73.9102637,"125 Covert St, Brooklyn, NY 11207, USA"
Academy of Urban Planning,40.6968124,-73.9117231,"400 Irving Ave, Brooklyn, NY 11221, USA"
Academy of Medical Technology: A College Board Sch,40.6015311,-73.7639639,"8-21 Bay 25th St, Far Rockaway, NY 11691, USA"
Academy of Innovative Technology,40.6928503,-73.8689912,"999 Jamaica Ave, Brooklyn, NY 11208, USA"
Academy of Hospitality and Tourism,40.6494997,-73.9581617,"911 Flatbush Ave, Brooklyn, NY 11226, USA"
Academy of Finance and  Enterprise,40.7444771,-73.9367909,"30-20 Thomson Ave, Long Island City, NY 11101, USA"
Academy of American Studies,40.7512433,-73.9374847,"28-04 41st Ave, Long Island City, NY 11101, USA"
Academy for Young Writers,40.6573166,-73.8740712,"1065 Elton St, Brooklyn, NY 11239, USA"
Academy for Software Engineering,40.735543,-73.987478,"40 Irving Pl, New York, NY 10003, USA"
Academy for Social Action: A College Board School,40.8154784,-73.9555563,"509 W 129th St, New York, NY 10027, USA"
Academy for Scholarship and Entrepreneurship: A Co,40.888161,-73.8524927,"921 E 228th St, Bronx, NY 10466, USA"
Academy for Language and Technology,40.8493122,-73.915653,"1700 Macombs Rd, Bronx, NY 10453, USA"
Academy for Health Careers,40.6759239,-73.9392856,"150 Albany Ave, Brooklyn, NY 11213, USA"
Academy for Environmental Leadership,40.6970064,-73.9117456,"4, 400 Irving Ave, Brooklyn, NY 11237, USA"
Academy for Conservation and the Environment,40.6335392,-73.9174422,"6565 Flatlands Ave, Brooklyn, NY 11236, USA"
Academy for College Preparation and Career Explora,40.6494997,-73.9581617,"911 Flatbush Ave, Brooklyn, NY 11226, USA"
Academy for Careers in Television and Film,40.7432785,-73.9590348,"1-50 51st Ave #411, Long Island City, NY 11101, USA"
Abraham Lincoln High School,40.5823896,-73.9686225,"2800 Ocean Pkwy, Brooklyn, NY 11235, USA"
A. Philip Randolph Campus High School,40.8183975,-73.9501148,"443 W 135th St, New York, NY 10031, USA"
47 The American Sign Language and English Secondar,40.7382609,-73.9812096,"225 E 23rd St, New York, NY 10010, USA"
