loc,lat,lon
338 BEDFORD AVE NYC,40.7128799,-73.9625707
380 FLUSHING AVE NYC,40.6983724,-73.9591779
7614 18TH AVE NYC,40.6125892,-73.9971201
2869 HARWAY AVENUE NYC,40.5875957,-73.9837396
670 ROGERS AVENUE NYC,40.6550579,-73.9531695
25509 HILLSIDE AVENUE NYC,40.7366763,-73.7125286
8308 37 AVENUE NYC,40.7497091,-73.8830338
350 5 AVENUE NYC,40.7485411,-73.9857629
5121 5 AVENUE NYC,40.778016,-73.962986
687 6 AVENUE NYC,40.7423041,-73.9937638
15 EAST  167 STREET NYC,40.8360302,-73.9214627
1603 2ND AVE NYC,40.7762204,-73.9532695
28 DOOLEY STREET NYC,40.5843887,-73.9452862
78-80 BAYARD ST NYC,40.7158191,-73.998629
128 SMITH STREET NYC,40.6873668,-73.9902721
15 WEST   29 STREET NYC,40.7459689,-73.9878585
3486 BROADWAY NYC,40.8246131,-73.9512472
128 FRANKLIN ST NYC,40.7192741,-74.0065303
307 W 38TH ST NYC,40.7551949,-73.9922208
1301 BOARDWALK WEST NYC,40.573171,-73.981098
267 WEST   17 STREET NYC,40.7416179,-74.000685
1177 AVENUE OF THE AMERICAS NYC,40.7572778,-73.9828652
5819 WOODSIDE AVE NYC,40.7455948,-73.9055736
587 WILSON AVENUE NYC,40.6908721,-73.908127
13335 ROOSEVELT AVE NYC,40.7588186,-73.8331317
1913 BRONXDALE AVENUE NYC,40.8487288,-73.8622891
2023 AMSTERDAM AVENUE NYC,40.8348627,-73.9403339
1466 BROADWAY NYC,40.7553143,-73.9860742
120 PARK AVENUE NYC,40.7517405,-73.9783375
183 STERLING PLACE NYC,40.6765152,-73.9716904
625 BROADWAY NYC,40.7260521,-73.9965388
2389 ARTHUR AVENUE NYC,40.8553492,-73.8880544
345 PARK AVENUE NYC,40.7579261,-73.972213
306 E 49TH ST NYC,40.7538788,-73.9685861
4803 108 STREET NYC,40.7458228,-73.8559693
19 WEST  170 STREET NYC,40.8405457,-73.917771
46 GREENWICH AVENUE NYC,40.7356228,-74.000252
17 IRVING PLACE NYC,40.7349014,-73.9884215
132 WILSON AVENUE NYC,40.7006192,-73.9260571
80 BEEKMAN STREET NYC,40.7087751,-74.0039209
8001 MYRTLE AVE NYC,40.7031589,-73.8681277
2933 FULTON STREET NYC,40.6794771,-73.8866378
14301 45TH AVE NYC,40.7540164,-73.81838
1773 SOUTHERN BLVD NYC,40.837788,-73.8879304
5827 AVENUE T NYC,40.6157223,-73.9180739
482 AVENUE OF THE AMERICAS NYC,40.7357907,-73.9977062
8446 ELIOT AVENUE NYC,40.7275441,-73.8733157
16013 NORTHERN BOULEVARD NYC,40.76293,-73.804851
1800 WESTCHESTER AVENUE NYC,40.8317407,-73.8661373
80 BROAD ST NYC,40.7043408,-74.0118572
655 AVENUE OF THE AMERICAS NYC,40.7414476,-73.994216
875 10 AVENUE NYC,40.7693754,-73.9887132
316 WEST   34 STREET NYC,40.7524247,-73.9946125
94 EAST    7 STREET NYC,40.7266249,-73.9853909
831 EAST  149 STREET NYC,40.812633,-73.905038
2567 CROPSEY AVENUE NYC,40.5907641,-73.9914339
1050 JACKSON AVE NYC,40.7422063,-73.9527326
95 1 AVENUE NYC,40.7263542,-73.9865533
6305 FORT HAMILTON PARKWAY NYC,40.6313205,-74.0077401
662 9 AVENUE NYC,40.7609904,-73.9904652
330 LAFAYETTE STREET NYC,40.7258295,-73.9949694
4410 FT HAMILTON PARKWAY NYC,40.6407156,-73.9945874
13933 89TH AVE NYC,40.7030483,-73.8119057
510 WEST  123 STREET NYC,40.8113515,-73.9585599
8622 3 AVENUE NYC,40.7286208,-73.9906003
70 7 AVENUE SOUTH NYC,40.731972,-74.0039852
303 MADISON AVENUE NYC,40.752316,-73.9794252
760 CONEY ISLAND AVENUE NYC,40.6388484,-73.9689759
42 W 48TH ST NYC,40.7579118,-73.9801252
235 E 4TH ST NYC,40.7234982,-73.9826532
44 GRAND CENTRAL TERMINAL NYC,40.7527262,-73.9772294
156 HOWARD AVENUE NYC,40.68301,-73.9202053
225 BROADWAY NYC,40.7119222,-74.0084459
408 5 AVENUE NYC,40.7503598,-73.9831656
271 WEST  119 STREET NYC,40.806208,-73.9532758
328 MYRTLE AVENUE NYC,40.6930963,-73.973367
14714 45TH AVE NYC,40.7554138,-73.8147136
172 THOMPSON STREET NYC,40.7276736,-74.0001023
457 COURT STREET NYC,40.67738,-73.9980719
2179 3 AVENUE NYC,40.7995907,-73.9384092
1 GREENE AVE NYC,40.6860233,-73.9732135
2073 BARTOW AVE NYC,40.8698058,-73.8282095
21 FLATBUSH AVE NYC,40.6880236,-73.9799322
1754 2ND AVE NYC,40.7812318,-73.9489629
2578 BROADWAY NYC,40.79533,-73.9706826
11311 101 AVENUE NYC,40.6889004,-73.8305945
80-11 JAMAICA AVENUE NYC,40.6923382,-73.8619976
3624 BROADWAY NYC,40.8289435,-73.9481264
233 BROADWAY NYC,40.7124491,-74.0082925
13558 LEFFERTS BOULEVARD NYC,40.6689569,-73.8216556
274 TROUTMAN ST NYC,40.7034201,-73.9257701
1233 BAY ST NYC,40.6133195,-74.065312
55 WATER ST NYC,40.7033226,-74.0088962
104 VICTORY BOULEVARD NYC,40.63756,-74.0798156
748 MYRTLE AVENUE NYC,40.6947878,-73.9528841
4106 EAST TREMONT AVENUE NYC,40.818701,-73.8173876
90 3RD AVE NYC,40.7322243,-73.9882598
765 EAST   82 STREET NYC,40.7723699,-73.9466848
299 WYCKOFF AVE NYC,40.7005775,-73.9125363
4026 UNION ST NYC,40.7596056,-73.8263458
1021 3 AVENUE NYC,40.7624276,-73.9656308
712 3 AVENUE NYC,40.7525861,-73.9733872
4008 UNION ST NYC,40.760188,-73.8265659
1600 BOSTON RD NYC,40.8355061,-73.8905847
536 3 AVENUE NYC,40.746895,-73.9775903
292 BEDFORD AVENUE NYC,40.7143926,-73.9615859
1372 YORK AVENUE NYC,40.7675668,-73.9528324
4021 GLENWOOD ROAD NYC,40.6348662,-73.9375074
165 WEST   26 STREET NYC,40.7459685,-73.9935866
323 GREENWICH STREET NYC,40.7172655,-74.0104631
8774B BAY PARKWAY NYC,40.5985005,-73.9977661
690 5 AVENUE NYC,40.761414,-73.9756699
17 CLINTON STREET NYC,40.7208375,-73.9843642
27111 UNION TURNPIKE NYC,40.7521557,-73.7030435
3405 CHURCH AVENUE NYC,40.6512128,-73.9454662
945 KINGS HWY NYC,40.60739,-73.9623729
1151 BROADWAY NYC,40.744276,-73.989194
421 AMSTERDAM AVE NYC,40.7838392,-73.9775697
150 EAST   44 STREET NYC,40.7521442,-73.9742299
7517 AMBOY ROAD NYC,40.5092891,-74.2466171
4910 QUEENS BLVD NYC,40.7424652,-73.915552
211 E 4TH ST NYC,40.7238915,-73.9835619
42 EAST   20 STREET NYC,40.7384271,-73.9884185
126 E 28TH ST NYC,40.7426486,-73.983065
61 WEST    8 STREET NYC,40.7336424,-73.9989682
31-01 36TH AVE NYC,40.756577,-73.9294361
2201 AVENUE X NYC,40.593214,-73.948115
629 VANDERBILT AVENUE NYC,40.6781812,-73.9683976
13673 41 AVENUE NYC,40.759339,-73.826947
2249 CHURCH AVE NYC,40.6507087,-73.9571593
7204 AUSTIN STREET NYC,40.7191229,-73.8425732
126 NORTH    6 STREET NYC,40.7178515,-73.9595501
126 BEVERLEY ROAD NYC,40.6426433,-73.978321
1291 3 AVENUE NYC,40.7710604,-73.9593344
154 EAST   79 STREET NYC,40.7746521,-73.9587231
1 LISPENARD ST NYC,40.7206639,-74.004952
3402 LINDEN PLACE NYC,40.7660736,-73.8315993
500 HUTCHINSON RIVER PKWY NYC,40.8109229,-73.8336169
306 WEST   44 STREET NYC,40.7586711,-73.9894065
9012 JAMAICA AVENUE NYC,40.6927364,-73.8541869
412 5TH AVE NYC,40.7504746,-73.9830815
1145 BAY STREET NYC,40.6152616,-74.0664876
318 VAN BRUNT STREET NYC,40.6791664,-74.0110733
5601 MYRTLE AVENUE NYC,40.7003507,-73.9060843
103 LEXINGTON AVE NYC,40.7421434,-73.9825013
706 MORRIS PARK AVENUE NYC,40.8451169,-73.8655565
155 BEACH   95 STREET NYC,40.5843749,-73.8167573
165 BLEECKER STREET NYC,40.728817,-74.0000399
157 W 47TH ST NYC,40.7590694,-73.9837169
208 EAST   50 STREET NYC,40.7554154,-73.9705757
9508 SUTPHIN BOULEVARD NYC,40.6980754,-73.8065122
1091 2ND AVE NYC,40.7597389,-73.9652699
501 W 30TH ST NYC,40.7528373,-74.0018676
18005 JAMAICA AVENUE NYC,40.7087034,-73.7803725
9812 METROPOLITAN AVENUE NYC,40.7107863,-73.8542491
2428 CRESTON AVENUE NYC,40.861424,-73.8986327
265 WEST   52 STREET NYC,40.7634795,-73.9846851
124 W 72ND ST NYC,40.7775913,-73.9798942
404 8TH AVE NYC,40.7496927,-73.9948806
2373 ARTHUR AVENUE NYC,40.8550383,-73.8882463
208 VARICK STREET NYC,40.7288081,-74.0050378
13529 40TH RD NYC,40.758913,-73.8306659
67 LAFAYETTE AVENUE NYC,40.6873081,-73.9758337
1693 BOSTON ROAD NYC,40.8367838,-73.8890742
3639 PRINCE ST NYC,40.7612849,-73.8326725
2602 TILDEN AVENUE NYC,40.6465997,-73.9525685
1619 AMSTERDAM AVENUE NYC,40.822114,-73.9496335
16053 ROCKAWAY BOULEVARD NYC,40.6634487,-73.7764224
1349 EDWARD L GRANT HIGHWAY NYC,40.840147,-73.921679
817 CASTLETON AVENUE NYC,40.6349032,-74.1096127
610 MELROSE AVE NYC,40.8173253,-73.9170286
4012 GREENPOINT AVENUE NYC,40.7395416,-73.9246334
11811 ROCKAWAY BOULEVARD NYC,40.6762423,-73.8198964
733 WASHINGTON STREET NYC,40.7363138,-74.0080737
229233 DYCKMAN STREET NYC,40.8653866,-73.9271817
47 W 55TH ST NYC,40.7626477,-73.9768188
1213 CORTELYOU ROAD NYC,40.6403401,-73.9666759
1322 BROADWAY NYC,40.7504555,-73.987872
770 WEST  181 STREET NYC,40.8507014,-73.93818
1047 SAINT NICHOLAS AVE NYC,40.8366525,-73.9403308
2367 8 AVENUE NYC,40.8117018,-73.9504254
199 RUSSELL ST NYC,40.7273446,-73.9449911
2130 WHITE PLAINS ROAD NYC,40.8543008,-73.8673867
200 CANAL STREET NYC,40.716865,-73.9985255
2220 FOREST AVENUE NYC,40.6263541,-74.1632896
1217 1ST AVE NYC,40.763974,-73.9591818
1944 37 STREET NYC,40.778536,-73.902393
219 EAST  116 STREET NYC,40.797747,-73.9390074
9514 AVENUE L NYC,40.6377693,-73.896272
2107 3RD AVE NYC,40.7973224,-73.9401576
7312 18TH AVE NYC,40.6144167,-73.9952608
9805 NORTHERN BOULEVARD NYC,40.7573999,-73.8701639
942 AMSTERDAM AVENUE NYC,40.8008758,-73.9656776
116 DELANCY STREET NYC,40.7187505,-73.9879185
16504 147TH AVE NYC,40.6600792,-73.7739438
80 SPRING STREET NYC,40.7226041,-73.9982235
228 7th Ave NYC,40.7444539,-73.9956814
1040 GRAND CONCOURSE NYC,40.8311502,-73.9197625
473 5 AVENUE NYC,40.7526412,-73.9810588
1406 86 STREET NYC,40.6123933,-74.0116696
242 EAST   79 STREET NYC,40.7733804,-73.9558144
660 LEXINGTON AVENUE NYC,40.7598454,-73.9701257
9427 5 AVENUE NYC,40.778016,-73.962986
3935 47TH AVE NYC,40.742101,-73.925166
1625 BROADWAY NYC,40.7613124,-73.9844856
328 DOUGLASS ST NYC,40.679547,-73.982591
662 FULTON STREET NYC,40.6866155,-73.9756796
9510 3 AVENUE NYC,40.7286208,-73.9906003
600 E 14TH ST NYC,40.729206,-73.9779558
318 LAFAYETTE AVENUE NYC,40.6883489,-73.9629588
760 AMSTERDAM AVE NYC,40.795073,-73.970176
3310 28 AVENUE NYC,40.767363,-73.9182288
102 3 AVENUE NYC,40.7325389,-73.9880579
164 MULBERRY STREET NYC,40.7196292,-73.9969004
10704 LIBERTY AVENUE NYC,40.6831865,-73.8342984
1351 FOREST AVENUE NYC,40.6262426,-74.1355321
867 9 AVENUE NYC,40.7675726,-73.9865168
1962 MADISON AVENUE NYC,40.8062539,-73.9405405
955 WEST END AVENUE NYC,40.8022977,-73.9683426
39 EAST 58TH STREET NYC,40.7630153,-73.971319
123 W 56TH ST NYC,40.7640838,-73.9785838
53 SPRING STREET NYC,40.7223127,-73.9965412
14 E 44TH ST NYC,40.7542324,-73.9790553
109 AVENUE A NYC,40.726019,-73.9837551
6669 FRESH POND RD NYC,40.706877,-73.896803
3606 WHITE PLAINS RD NYC,40.8792729,-73.864884
3407 FRANCIS LEWIS BOULEVARD NYC,40.7660074,-73.7891337
388 ATLANTIC AVE NYC,40.6869153,-73.9855868
6823 4 AVENUE NYC,40.6346128,-74.023228
2145 CRUGER AVE NYC,40.8547197,-73.8668486
12 JOHN STREET NYC,40.7098261,-74.0091249
604 PARKSIDE AVENUE NYC,40.6559409,-73.953322
13529 37 AVENUE NYC,40.7615159,-73.8321798
241 AVENUE X NYC,40.5902976,-73.9737975
11 PARK PLACE NYC,40.7131603,-74.0082076
2425 GRAND CONCOURSE NYC,40.8609172,-73.8984528
3294 ATLANTIC AVENUE NYC,40.6797065,-73.8776223
50 WEST  125 STREET NYC,40.8069403,-73.9441987
11050 SUTPHIN BOULEVARD NYC,40.688696,-73.796009
4301 21 STREET NYC,40.750117,-73.9454234
644 SACKETT ST NYC,40.678167,-73.983603
127 LUDLOW ST NYC,40.7198986,-73.9885804
75 PAGE AVENUE NYC,40.5224875,-74.2345333
1221 AVENUE OF THE AMERICAS NYC,40.7594248,-73.9822224
80 BEAVER STREET NYC,40.7051604,-74.0087442
248 WEST   60 STREET NYC,40.7717677,-73.9895391
70 BAYARD STREET NYC,40.7157048,-73.9980991
1575 LEXINGTON AVE NYC,40.7888198,-73.9484507
1824 COLLEGE POINT BOULEARD NYC,40.7824483,-73.8460186
327 WEST   11 STREET NYC,40.7358127,-74.0075779
6158 SPRINGFIELD BOULEVARD NYC,40.7474051,-73.7563091
29 7TH AVE S NYC,40.7308299,-74.0041407
250 WEST   86 STREET NYC,40.7883832,-73.9771979
7525 5 AVENUE NYC,40.778016,-73.962986
72 NASSAU STREET NYC,40.7095755,-74.008227
1130 ZEREGA AVENUE NYC,40.8315606,-73.8444917
1471 2ND AVE NYC,40.771876,-73.95652
145 1 AVENUE NYC,40.7282023,-73.9852063
2 BROADWAY NYC,40.7045399,-74.0130866
1426 3RD AVE NYC,40.775589,-73.956614
3901 RICHMOND AVENUE NYC,40.5432568,-74.1638437
30 ROCKERFELLER PLAZA NYC,40.7593755,-73.9799726
531 2 AVENUE NYC,40.7420544,-73.9782092
167 EAST  106 STREET NYC,40.7920064,-73.9450847
210 AVENUE A NYC,40.7297354,-73.9806069
580 CONEY ISLAND AVE NYC,40.6431533,-73.9701628
90 FURMAN ST NYC,40.7017766,-73.9957822
668 MANHATTAN AVENUE NYC,40.8092891,-73.9537213
1496 1 AVENUE NYC,40.7716597,-73.9528732
2379 86 STREET NYC,40.5995419,-73.9894131
97 W FORDHAM RD NYC,40.862999,-73.9045235
1359 1 AVENUE NYC,40.768477,-73.955916
40 EXCHANGE PLACE NYC,40.7057883,-74.0102499
622 CASTLE HILL AVE NYC,40.8197294,-73.8477035
1455 ST NICHOLAS AVENUE NYC,40.8504553,-73.9333952
305 WEST END AVENUE NYC,40.7814877,-73.9836549
317 UNION AVE NYC,40.7098014,-73.9512393
1030 154TH ST NYC,40.7924588,-73.8073739
1374 METROPOLITAN AVENUE NYC,40.8352602,-73.8608223
2298 BROADWAY NYC,40.786191,-73.977863
434 7 AVENUE NYC,40.7509451,-73.9909389
380 LEXINGTON AVENUE NYC,40.7511352,-73.9765849
215 1 AVENUE NYC,40.73066,-73.983446
4365 KISSENA BOULEVARD NYC,40.7542495,-73.8228616
161 LAFAYETTE STREET NYC,40.7197943,-73.9990799
7118 13 AVENUE NYC,40.6222784,-74.0057393
3041 AVENUE V NYC,40.598987,-73.9370156
343 W 49TH ST NYC,40.7623649,-73.9878467
330 HICKS STREET NYC,40.691524,-73.9979024
881 5TH AVE NYC,40.7704839,-73.9684784
3703 31ST AVE NYC,40.7621769,-73.9183253
6460 DRY HARBOR ROAD NYC,40.7183657,-73.8727854
666 AMSTERDAM AVENUE NYC,40.7919003,-73.9722184
90 CHURCH AVENUE NYC,40.642553,-73.9796564
9021 31 AVENUE NYC,40.760308,-73.8778569
2197 WHITE PLAINS ROAD NYC,40.8563019,-73.8681086
4353 BROADWAY NYC,40.8535989,-73.9343528
56 COURT STREET NYC,40.692273,-73.991495
1748 1 AVENUE NYC,40.7796666,-73.9469821
151 W 34TH ST NYC,40.7507917,-73.9895261
48 WEST   46 STREET NYC,40.756742,-73.9812924
8915 165TH ST NYC,40.7072905,-73.7958416
8312 5TH AVE NYC,40.7645667,-73.9728229
3812 PRINCE STREET NYC,40.7598485,-73.8326551
2-4 WEST 111 STREET NYC,40.7975365,-73.9492652
501 BAY STREET NYC,40.6299226,-74.0763723
3240 3RD AVE NYC,40.8056388,-73.9349088
2109 3 AVENUE NYC,40.7973719,-73.940122
170 FLATBUSH AVE NYC,40.6826445,-73.9767674
5510 7TH AVE NYC,40.639556,-74.009265
612 FOREST AVENUE NYC,40.6296482,-74.1095834
2111 21ST AVE NYC,40.78167,-73.9145939
2018 3 AVENUE NYC,40.7947602,-73.9426589
11 EAST   30 STREET NYC,40.74571,-73.9854427
130 W 238TH ST NYC,40.8836547,-73.8977825
62 CHELSEA PIERS NYC,40.7482318,-74.0082666
2120 COLLEGE POINT BOULEVARD NYC,40.780297,-73.846299
351 GRAND ST NYC,40.7166856,-73.9895397
3701 MAIN STREET NYC,40.7615263,-73.8307797
178 ATLANTIC AVENUE NYC,40.6898294,-73.9936156
1310 78TH ST NYC,40.6183711,-74.0091145
29 EAST   20 STREET NYC,40.739068,-73.9889649
364 LEWIS AVENUE NYC,40.6830882,-73.9353026
626 HUDSON STREET NYC,40.7382746,-74.0053605
251 E 53RD ST NYC,40.7570479,-73.9674743
108 GREENWICH AVENUE NYC,40.7382881,-74.00194
206 EAST   67 STREET NYC,40.7661503,-73.9625243
1867 LEXINGTON AVENUE NYC,40.7982574,-73.9416842
1093 JACKSON AVENUE NYC,40.7432457,-73.9517041
3603 30 AVENUE NYC,40.7650842,-73.9170544
3756 108TH ST NYC,40.752453,-73.860018
696 3 AVENUE NYC,40.751986,-73.973925
115 BROADWAY NYC,40.708882,-74.0114326
247 BROOME STREET NYC,40.7178244,-73.9898473
13525 NORTHERN BLVD NYC,40.7635737,-73.8324903
14 EAST   33 STREET NYC,40.7472327,-73.9843061
174 SMITH STREET NYC,40.6858014,-73.991312
215 WINTHROP STREET NYC,40.6570298,-73.9528726
200 VARICK STREET NYC,40.7282099,-74.0047202
50 PENNYFIELD AVENUE NYC,40.810159,-73.8034871
3819 UNION ST NYC,40.7611869,-73.8265822
678 WOODWARD AVENUE NYC,40.7050436,-73.906247
218 EAST    9 STREET NYC,40.7295785,-73.9885592
1310 SURF AVENUE NYC,40.5752945,-73.9814747
3052-3078 W 21ST ST NYC,40.572891,-73.987548
5660 MOSHOLU AVENUE NYC,40.9050678,-73.9013792
225 ELLIS ST NYC,40.5155495,-74.2494114
728 8 AVENUE NYC,40.759241,-73.9880027
88 2 AVENUE NYC,40.7268109,-73.9886341
21701 LINDEN BOULEVARD NYC,40.696093,-73.74236
109 MACDOUGAL STREET NYC,40.7299326,-74.0008374
766 NINTH AVENUE NYC,40.7642211,-73.9880461
100 BOWERY NYC,40.7177896,-73.9954782
2211 HYLAN BOULEVARD NYC,40.5768091,-74.1038829
4703 AVENUE N NYC,40.6189635,-73.9295488
4007 BROADWAY NYC,40.8414311,-73.939836
26 1ST AVE NYC,40.7236857,-73.9877463
751 WESTCHESTER AVENUE NYC,40.8179175,-73.9057967
3925 BAYCHESTER AVE NYC,40.8891306,-73.8424955
59 MURRAY STREET NYC,40.7144493,-74.0097259
281 3 AVENUE NYC,40.7379457,-73.9834273
16 GRAMERCY PARK SOUTH NYC,40.7376079,-73.9866516
154 ADELPHI STREET NYC,40.6930005,-73.9719755
2 EAST 55 STREET NYC,40.7613979,-73.9746128
1111 Pennsylvania Ave NYC,40.6539375,-73.8866261
8009 164 STREET NYC,40.7211665,-73.804113
12 EAST   22 STREET NYC,40.7400781,-73.9887489
4 JKF INTL AIRPORT NYC,40.6413111,-73.7781391
701 8TH AVE NYC,40.7587725,-73.9890822
4503 5 AVENUE NYC,40.7771822,-73.9635974
687 LEXINGTON AVE NYC,40.7604787,-73.9691079
26 NEWKIRK PLAZA NYC,40.6349743,-73.9626799
6718 BAY PARKWAY NYC,40.6125088,-73.983266
4008 74 STREET NYC,40.7464846,-73.8916484
372 LAFAYETTE ST NYC,40.7271524,-73.9939501
56 5 AVENUE NYC,40.7346019,-73.9948631
1642 PITKIN AVENUE NYC,40.6692276,-73.9123461
61 WEST 74TH STREET NYC,40.7787303,-73.977441
1724 SHEEPSHEAD BAY RD NYC,40.5853807,-73.951756
90 BROAD ST NYC,40.7037939,-74.0119961
36 EAST    8 STREET NYC,40.7313763,-73.9946557
3369 BROADWAY NYC,40.8210674,-73.9546965
11101 LIBERTY AVENUE NYC,40.6849728,-73.8310765
946 8TH AVE NYC,40.7658123,-73.9831175
987 2 AVENUE NYC,40.756423,-73.967798
16028 NORTHERN BOULEVARD NYC,40.7624124,-73.8047344
715 NOSTRAND AVE NYC,40.6727903,-73.950064
667 LORIMER STREET NYC,40.7169932,-73.9499677
55 CHRISTOPHER STREET NYC,40.733834,-74.0022552
10 HANOVER SQUARE NYC,40.7046002,-74.0089305
80 HENRY STREET NYC,40.712728,-73.9936567
45-09 34 AVENUE NYC,40.7547664,-73.9164545
7427 METROPOLITAN AVE NYC,40.7131533,-73.8772376
500 E 149TH ST NYC,40.8146399,-73.9148528
694 MANHATTAN AVENUE NYC,40.8092891,-73.9537213
188 SUFFOLK STREET NYC,40.7214945,-73.9846749
7508 3 AVENUE NYC,40.7286208,-73.9906003
10005 ATLANTIC AVE NYC,40.689761,-73.844089
2270 2ND AVE NYC,40.797299,-73.9372333
672 8 AVENUE NYC,40.7576269,-73.9891847
263 1 AVENUE NYC,40.7323411,-73.9821716
71 NASSAU ST NYC,40.7097671,-74.0083249
135 KENT AVENUE NYC,40.719413,-73.962235
15226 NORTHERN BOULEVARD NYC,40.7646727,-73.8120909
1789 STILLWELL AVENUE NYC,40.6029639,-73.9861598
3401 30 AVENUE NYC,40.765913,-73.9186823
326 WEST   46 STREET NYC,40.760057,-73.9891182
502 EAST  138 STREET NYC,40.8074424,-73.9196355
85 BAXTER ST NYC,40.7166368,-73.9995639
157 DREISER LOOP NYC,40.876375,-73.8298519
85 EAST    4 STREET NYC,40.726589,-73.9898
108 FRANKLIN STREET NYC,40.7187052,-74.0057939
2649 FRDERICK DOUGLASS BOULEVARD NYC,40.8206701,-73.9438882
1862 WEBSTER AVE NYC,40.8469054,-73.9009735
324 SPRING STREET NYC,40.7258384,-74.0094195
6063 FRESH POND RD NYC,40.7153374,-73.9010927
207 E 26TH ST NYC,40.7406502,-73.9812053
258 7 AVENUE NYC,40.7453945,-73.9951658
116 EAST   16 STREET NYC,40.7353277,-73.9884724
4605 56 ROAD NYC,40.7276291,-73.922226
3737 JUNCTION BOULEVARD NYC,40.7506774,-73.8699656
3248 STEINWAY STREET NYC,40.7578937,-73.9202008
22202 UNION TPKE NYC,40.7352055,-73.7483769
9206 173 STREET NYC,40.7076029,-73.7869039
4807 8 AVENUE NYC,40.8314823,-73.9356658
1712 PITKIN AVE NYC,40.6695419,-73.9099675
787 LIBERTY AVENUE NYC,40.6769664,-73.8807112
2802 42ND ROAD NYC,40.7488809,-73.9397366
2335 ARTHUR AVENUE NYC,40.8542916,-73.8889195
3151 BROADWAY NYC,40.814497,-73.9596275
121 UNIVERSITY PL NYC,40.7347292,-73.9918936
13931 JAMAICA AVE NYC,40.7025449,-73.8119528
46 WYCKOFF AVE NYC,40.705651,-73.921829
1048 5 AVENUE NYC,40.781264,-73.9603267
345 COURT STREET NYC,40.6821868,-73.9956782
719 SENECA AVENUE NYC,40.7025525,-73.9068869
346 EAST   92 STREET NYC,40.7807137,-73.9472445
3018 ASTORIA BLVD NYC,40.7699952,-73.918523
372 LIVINGSTON STREET NYC,40.6872992,-73.9801861
1976 1ST AVE NYC,40.7866773,-73.9419685
324 7 AVENUE NYC,40.7475513,-73.9936506
2140 BROADWAY NYC,40.7810244,-73.9808565
5012 AVENUE M NYC,40.6211658,-73.9266052
1129 BROADWAY NYC,40.7434372,-73.9892638
502 9 AVENUE NYC,40.755926,-73.9941005
767 ALLERTON AVENUE NYC,40.865699,-73.864681
3302 35 AVENUE NYC,40.7571861,-73.9268541
936 E 233RD ST NYC,40.8909734,-73.8502804
1415 GRAVESEND NECK ROAD NYC,40.5949358,-73.9561038
8750 LEFFERTS BLVD NYC,40.6986358,-73.8305571
2912 CRESCENT ST NYC,40.7690051,-73.9249831
3105 CHURCH AVE NYC,40.6510004,-73.9483482
454 LENOX AVENUE NYC,40.8125157,-73.9419358
3144 STEINWAY STREET NYC,40.7603045,-73.9182219
3904 15 AVENUE NYC,40.6379696,-73.9822665
133 ROEBLING STREET NYC,40.7146534,-73.9566676
640 FOREST AVENUE NYC,40.629598,-74.1104599
94 ORCHARD STREET NYC,40.7183901,-73.9898906
3151 EAST TREMONT AVENUE NYC,40.8378146,-73.8343279
3906 30TH ST NYC,40.7530183,-73.9340938
248 MERCER STREET NYC,40.7283378,-73.9952862
209 E 56TH ST NYC,40.7594016,-73.9670748
8509 NORTHERN BOULEVARD NYC,40.7561852,-73.8822449
666 WEST  204 STREET NYC,40.8673072,-73.9235097
995 AMSTERDAM AVENUE NYC,40.8021538,-73.964054
6327 108 STREET NYC,40.7342284,-73.8498825
152 METROPOLITAN AVENUE NYC,40.7158685,-73.9621765
628 MIDLAND AVENUE NYC,40.5711299,-74.091494
58 3RD AVE NYC,40.7311673,-73.9890753
133 E 45TH ST NYC,40.753191,-73.9742267
22 EAST   21 STREET NYC,40.7394374,-73.9891375
337 W 14TH ST NYC,40.7407524,-74.0041121
3813 BOSTON ROAD NYC,40.8818271,-73.8382627
555 7 AVENUE NYC,40.7543408,-73.9878094
122124 RIVINGTON STREET NYC,40.719874,-73.98709
1419 ST NICHOLAS AVENUE NYC,40.8492022,-73.9339904
16829 HILLSIDE AVENUE NYC,40.7106299,-73.7938662
173 MORGAN AVE NYC,40.7101066,-73.9336056
125 NORTH 6 STREET NYC,40.7180107,-73.9591725
2908 23 AVENUE NYC,40.7747573,-73.9137194
236 KNICKERBOCKER AVE NYC,40.7027628,-73.9256946
722 AMSTERDAM AVENUE NYC,40.7936554,-73.9710065
403 EAST   12 STREET NYC,40.7300263,-73.9831883
118-19 LIBERTY AVENUE NYC,40.6863516,-73.8244341
160-42 WILLETS POINT BOULEVARD NYC,40.7804682,-73.8018944
323 FRANKLIN AVE NYC,40.6883633,-73.9569012
3720 PRINCE ST NYC,40.7601859,-73.8330277
465A BUSHWICK AVE NYC,40.7015367,-73.9365675
992 AMSTERDAM AVENUE NYC,40.8025791,-73.9644394
220 WEST   31 STREET NYC,40.7494011,-73.9932243
120 EAST 15 STREET NYC,40.7346219,-73.9886423
1011 MANHATTAN AVENUE NYC,40.8100538,-73.9534941
3869 WHITE PLAINS ROAD NYC,40.8855443,-73.8620313
3622 QUENTIN ROAD NYC,40.6148885,-73.9359946
2425 CONEY ISLAND AVE NYC,40.5977156,-73.9608039
500 EAST   30 STREET NYC,40.7403652,-73.972364
5 SPRING STREET NYC,40.7213227,-73.9942805
1062426 CORONA AVE NYC,40.7443432,-73.8624367
6310 20TH AVE NYC,40.6175763,-73.9850518
