,ID,SchoolName,Type,Number
1213,30Q502,Information Technology High School,CUNY.4.Year,0.23
1214,84X345,Hyde Leadership Charter School,CUNY.4.Year,0.09
1215,29Q498,Humanities & Arts Magnet High School,CUNY.4.Year,0.11
1216,02M437,Hudson High School of Learning Technologies,CUNY.4.Year,NA
1217,07X500,Hostos-Lincoln Academy of Science,CUNY.4.Year,0.18
1218,08X332,Holcombe L. Rucker School of Community Research,CUNY.4.Year,0.04
1219,28Q325,Hillside Arts & Letters Academy,CUNY.4.Year,NA
1220,28Q505,Hillcrest High School,CUNY.4.Year,0.26
1221,12X550,High School of World Cultures,CUNY.4.Year,0.07
1222,21K348,High School of Sports Management,CUNY.4.Year,0.08
1223,11X509,High School of Language and Innovation,CUNY.4.Year,NA
1224,02M296,High School of Hospitality Management,CUNY.4.Year,0.07
1225,02M625,High School of Graphic Communication Arts,CUNY.4.Year,0.09
1226,02M489,High School of Economics and Finance,CUNY.4.Year,0.37
1227,11X275,High School of Computers and Technology,CUNY.4.Year,0.17
1228,03M494,High School of Arts and Technology,CUNY.4.Year,0.19
1229,24Q267,High School of Applied Communication,CUNY.4.Year,0.15
1230,10X696,High School of American Studies at Lehman College,CUNY.4.Year,0.11
1231,20K485,High School of  Telecommunication Arts and Technol,CUNY.4.Year,0.35
1232,17K537,High School for Youth and Community Development at,CUNY.4.Year,0.18
1233,09X543,High School for Violin and Dance,CUNY.4.Year,0.00
1234,10X433,High School for Teaching and the Professions,CUNY.4.Year,0.11
1235,17K539,High School for Service & Learning at Erasmus,CUNY.4.Year,0.15
1236,17K546,High School for Public Service: Heroes  of Tomorro,CUNY.4.Year,0.37
1237,18K633,High School for Medical Professions,CUNY.4.Year,0.19
1238,06M463,High School for Media and Communications,CUNY.4.Year,0.05
1239,05M692,"High School for Mathematics, Science and Engineeri",CUNY.4.Year,0.28
1240,03M492,"High School for Law, Advocacy and Community Justic",CUNY.4.Year,0.15
1241,28Q690,High School for Law Enforcement and Public Safety,CUNY.4.Year,0.14
1242,06M467,High School for Law and Public Service,CUNY.4.Year,0.06
1243,18K617,High School for Innovation in Advertising and Medi,CUNY.4.Year,0.15
1244,02M420,High School for Health Professions and Human Servi,CUNY.4.Year,0.34
1245,06M468,High School for Health Careers and Sciences,CUNY.4.Year,0.08
1246,02M400,High School for Environmental Studies,CUNY.4.Year,0.22
1247,10X565,High School for Energy and Technology,CUNY.4.Year,NA
1248,02M545,High School for Dual Language and Asian Studies,CUNY.4.Year,0.48
1249,11X544,High School for Contemporary Arts,CUNY.4.Year,0.04
1250,27Q650,"High School for Construction Trades, Engineering a",CUNY.4.Year,0.42
1251,28Q328,High School for Community Leadership,CUNY.4.Year,NA
1252,19K504,High School for Civil Rights,CUNY.4.Year,0.15
1253,03M299,"High School for Arts, Imagination and Inquiry",CUNY.4.Year,0.07
1254,24Q550,High School for Arts and Business,CUNY.4.Year,0.14
1255,04M680,"Heritage School, The",CUNY.4.Year,0.06
1256,08X405,Herbert H. Lehman High School,CUNY.4.Year,0.10
1257,01M292,Henry Street School for International Studies,CUNY.4.Year,0.16
1258,07X670,Health Opportunities High School,CUNY.4.Year,0.13
1259,02M534,Harvest Collegiate High School,CUNY.4.Year,NA
1260,11X455,Harry S Truman High School,CUNY.4.Year,0.05
1261,84M335,Harlem Village Academy Leadership Charter School,CUNY.4.Year,0.08
1262,84M709,Harlem Village Academy Charter School,CUNY.4.Year,0.00
1263,84M341,Harlem Children's Zone Promise Academy II Charter,CUNY.4.Year,NA
1264,84M284,Harlem Children's Zone Promise Academy 1 Charter S,CUNY.4.Year,0.08
1265,07X259,"H.E.R.O. High (Health, Education, and Research Occ",CUNY.4.Year,NA
1266,24Q485,Grover Cleveland High School,CUNY.4.Year,0.14
1267,06M552,Gregorio Luperon High School for Science and Mathe,CUNY.4.Year,0.13
1268,14K454,Green School: An Academy for Environmental Careers,CUNY.4.Year,0.04
1269,02M374,Gramercy Arts High School,CUNY.4.Year,0.15
1270,10X660,Grace Dodge Career and Technical Education High Sc,CUNY.4.Year,0.05
1271,16K594,Gotham Professional Arts Academy,CUNY.4.Year,0.10
1272,13K605,George Westinghouse Career and Technical Education,CUNY.4.Year,0.10
1273,29Q272,George Washington Carver High School for the Scien,CUNY.4.Year,0.14
1274,31R064,Gaynor McCown Expeditionary Learning School,CUNY.4.Year,0.52
1275,08X295,Gateway School for Environmental Research and Tech,CUNY.4.Year,0.08
1276,23K514,Frederick Douglass Academy VII High School,CUNY.4.Year,0.07
1277,27Q260,Frederick Douglass Academy VI High School,CUNY.4.Year,0.20
1278,16K393,Frederick Douglass Academy IV Secondary School,CUNY.4.Year,0.12
1279,09X517,Frederick Douglass Academy III Secondary School,CUNY.4.Year,0.08
1280,03M860,Frederick Douglass Academy II Secondary School,CUNY.4.Year,0.11
1281,05M499,Frederick Douglass Academy,CUNY.4.Year,0.20
1282,20K505,Franklin Delano Roosevelt High School,CUNY.4.Year,0.26
1283,30Q501,Frank Sinatra School of the Arts High School,CUNY.4.Year,0.16
1284,03M417,FRANK McCOURT HIGH SCHOOL,CUNY.4.Year,NA
1285,26Q430,Francis Lewis High School,CUNY.4.Year,0.28
1286,14K632,Frances Perkins Academy,CUNY.4.Year,0.14
1287,14K322,Foundations Academy,CUNY.4.Year,0.03
1288,20K490,Fort Hamilton High School,CUNY.4.Year,0.36
1289,28Q440,Forest Hills High School,CUNY.4.Year,0.28
1290,07X520,Foreign Language Academy of Global Studies,CUNY.4.Year,0.03
1291,10X438,Fordham Leadership Academy for Business and Techno,CUNY.4.Year,0.09
1292,10X437,Fordham High School for the Arts,CUNY.4.Year,0.06
1293,02M288,Food and Finance High School,CUNY.4.Year,0.12
1294,25Q263,Flushing International High School,CUNY.4.Year,0.25
1295,25Q460,Flushing High School,CUNY.4.Year,0.13
1296,03M485,Fiorello H. LaGuardia High School of Music & Art a,CUNY.4.Year,0.18
1297,08X519,Felisa Rincon de Gautier Institute for Law and Pub,CUNY.4.Year,0.03
1298,19K502,FDNY High School for Fire and Life Safety,CUNY.4.Year,0.07
1299,12X682,Fannie Lou Hamer Freedom High School,CUNY.4.Year,0.05
1300,02M303,"Facing History School, The",CUNY.4.Year,0.13
1301,12X251,Explorations Academy,CUNY.4.Year,0.05
1302,21K572,Expeditionary Learning School for Community Leader,CUNY.4.Year,0.10
1303,09X250,Eximius College Preparatory Academy: A College Boa,CUNY.4.Year,0.15
1304,29Q265,Excelsior Preparatory High School,CUNY.4.Year,0.09
1305,84K593,Excellence Boys Charter School,CUNY.4.Year,NA
1306,02M294,Essex Street Academy,CUNY.4.Year,0.13
1307,04M372,ESPERANZA PREPARATORY ACADEMY,CUNY.4.Year,NA
1308,27Q314,Epic High School - South,CUNY.4.Year,NA
1309,27Q334,Epic High School - North,CUNY.4.Year,NA
1310,30Q258,Energy Tech High School,CUNY.4.Year,NA
1311,02M416,Eleanor Roosevelt High School,CUNY.4.Year,0.12
1312,14K685,El Puente Academy for Peace and Justice,CUNY.4.Year,0.02
1313,21K525,Edward R. Murrow High School,CUNY.4.Year,0.34
1314,32K545,EBC High School for Public Service - Bushwick,CUNY.4.Year,0.22
1315,25Q281,East-West School of International Studies,CUNY.4.Year,0.25
1316,01M450,East Side Community School,CUNY.4.Year,0.21
1317,19K409,East New York Family Academy,CUNY.4.Year,0.38
1318,12X271,East Bronx Academy for the Future,CUNY.4.Year,0.12
1319,29Q327,Eagle Academy for Young Men III,CUNY.4.Year,NA
1320,23K644,Eagle Academy for Young Men II,CUNY.4.Year,NA
1321,09X231,Eagle Academy for Young Men,CUNY.4.Year,0.11
1322,09X329,DreamYard Preparatory School,CUNY.4.Year,0.05
1323,13K265,Dr. Susan S. McKinney Secondary School of the Arts,CUNY.4.Year,0.15
1324,84X482,Dr. Richard Izquierdo Health and Science Charter S,CUNY.4.Year,NA
1325,10X549,Discovery High School,CUNY.4.Year,0.06
1326,10X440,DeWitt Clinton High School,CUNY.4.Year,0.11
1327,84M481,Democracy Prep Harlem Charter School,CUNY.4.Year,NA
1328,84M350,Democracy Prep Charter School,CUNY.4.Year,0.18
1329,19K659,Cypress Hills Collegiate Preparatory School,CUNY.4.Year,0.10
1330,31R450,Curtis High School,CUNY.4.Year,0.31
1331,18K629,Cultural Academy for the Arts and Sciences,CUNY.4.Year,0.15
1332,31R047,CSI High School for International Studies,CUNY.4.Year,0.60
1333,10X524,Crotona International High School,CUNY.4.Year,NA
1334,84K744,Coney Island Preparatory Public Charter School,CUNY.4.Year,NA
1335,09X327,Comprehensive Model School Project M.S. 327,CUNY.4.Year,NA
1336,07X427,Community School for Social Justice,CUNY.4.Year,0.08
1337,06M346,Community Health Academy of the Heights,CUNY.4.Year,0.18
1338,05M362,Columbia Secondary School,CUNY.4.Year,NA
1339,11X288,Collegiate Institute for Math and Science,CUNY.4.Year,0.29
1340,15K519,Cobble Hill School of American Studies,CUNY.4.Year,0.20
1341,04M409,Coalition School for Social Change,CUNY.4.Year,0.08
1342,09X564,Claremont International HS,CUNY.4.Year,NA
1343,17K600,Clara Barton High School,CUNY.4.Year,0.32
1344,24Q293,Civic Leadership Academy,CUNY.4.Year,0.22
1345,13K674,"City Polytechnic High School of Engineering, Archi",CUNY.4.Year,0.60
1346,06M293,City College Academy of the Arts,CUNY.4.Year,0.51
1347,05M469,Choir Academy of Harlem,CUNY.4.Year,0.03
1348,02M615,Chelsea Career and Technical Education High School,CUNY.4.Year,0.34
1349,27Q262,Channel View School for Research,CUNY.4.Year,0.10
1350,04M555,Central Park East High School,CUNY.4.Year,0.23
1351,10X442,"Celia Cruz Bronx High School of Music, The",CUNY.4.Year,0.15
1352,29Q326,Cambria Heights Academy,CUNY.4.Year,NA
1353,29Q496,"Business, Computer Applications & Entrepreneurship",CUNY.4.Year,0.05
1354,26Q315,Business Technology Early College High School,CUNY.4.Year,NA
1355,02M393,BUSINESS OF SPORTS SCHOOL,CUNY.4.Year,0.04
1356,32K549,Bushwick School for Social Justice,CUNY.4.Year,0.11
1357,32K556,Bushwick Leaders High School for Academic Excellen,CUNY.4.Year,0.11
1358,84K710,Brownsville Collegiate Charter School,CUNY.4.Year,NA
1359,18K567,Brooklyn Theatre Arts High School,CUNY.4.Year,0.10
1360,13K430,Brooklyn Technical High School,CUNY.4.Year,0.34
1361,21K690,Brooklyn Studio Secondary School,CUNY.4.Year,0.23
1362,15K448,Brooklyn Secondary School for Collaborative Studie,CUNY.4.Year,0.15
1363,17K548,Brooklyn School for Music & Theatre,CUNY.4.Year,0.12
1364,15K429,Brooklyn School for Global Studies,CUNY.4.Year,0.23
1365,84K707,Brooklyn Prospect Charter School,CUNY.4.Year,NA
1366,14K488,Brooklyn Preparatory High School,CUNY.4.Year,0.28
1367,14K449,"Brooklyn Latin School, The",CUNY.4.Year,0.27
1368,19K639,Brooklyn Lab School,CUNY.4.Year,0.11
1369,13K439,Brooklyn International High School,CUNY.4.Year,0.16
1370,17K745,Brooklyn Institute for Liberal Arts,CUNY.4.Year,NA
1371,15K656,Brooklyn High School of the Arts,CUNY.4.Year,0.19
1372,16K498,Brooklyn High School for Law and Technology,CUNY.4.Year,0.09
1373,18K566,Brooklyn Generation School,CUNY.4.Year,0.15
1374,84K780,Brooklyn East Collegiate Charter School,CUNY.4.Year,NA
1375,13K412,"Brooklyn Community High School of Communication, A",CUNY.4.Year,0.18
1376,23K493,Brooklyn Collegiate: A College Board School,CUNY.4.Year,0.21
1377,22K555,Brooklyn College Academy,CUNY.4.Year,0.53
1378,17K547,Brooklyn Academy of Science and the Environment,CUNY.4.Year,0.28
1379,11X508,Bronxdale High School,CUNY.4.Year,NA
1380,10X546,Bronx Theatre High School,CUNY.4.Year,0.11
1381,08X269,Bronx Studio School for Writers and Artists,CUNY.4.Year,0.07
1382,10X284,Bronx School of Law and Finance,CUNY.4.Year,0.08
1383,09X505,"Bronx School for Law, Government and Justice",CUNY.4.Year,0.22
1384,08X349,Bronx River High School,CUNY.4.Year,NA
1385,84X703,Bronx Preparatory Charter School,CUNY.4.Year,0.12
1386,84X185,Bronx Lighthouse Charter School,CUNY.4.Year,NA
1387,07X527,Bronx Leadership Academy II High School,CUNY.4.Year,0.17
1388,09X525,Bronx Leadership Academy High School,CUNY.4.Year,0.09
1389,12X267,Bronx Latin,CUNY.4.Year,0.07
1390,11X265,Bronx Lab School,CUNY.4.Year,0.16
1391,09X403,Bronx International High School,CUNY.4.Year,0.03
1392,10X445,Bronx High School of Science,CUNY.4.Year,0.16
1393,09X412,Bronx High School of Business,CUNY.4.Year,0.11
1394,11X253,Bronx High School for Writing and Communication Ar,CUNY.4.Year,0.04
1395,11X418,Bronx High School for the Visual Arts,CUNY.4.Year,0.10
1396,09X413,Bronx High School for Medical Science,CUNY.4.Year,0.34
1397,10X439,Bronx High School for Law and Community Service,CUNY.4.Year,0.10
1398,11X249,Bronx Health Sciences High School,CUNY.4.Year,0.14
1399,08X452,Bronx Guild,CUNY.4.Year,0.02
1400,12X511,Bronx Envision Academy,CUNY.4.Year,NA
1401,10X213,Bronx Engineering and Technology Academy,CUNY.4.Year,0.14
1402,09X324,Bronx Early College Academy for Teaching & Learnin,CUNY.4.Year,0.24
1403,07X522,Bronx Design and Construction Academy,CUNY.4.Year,NA
1404,08X561,Bronx Compass High School,CUNY.4.Year,NA
1405,09X227,Bronx Collegiate Academy,CUNY.4.Year,0.07
1406,10X351,Bronx Collaborative High School,CUNY.4.Year,NA
1407,09X260,Bronx Center for Science and Mathematics,CUNY.4.Year,0.26
1408,12X479,Bronx Career and College Preparatory High School,CUNY.4.Year,0.06
1409,08X432,BRONX BRIDGES HIGH SCHOOL,CUNY.4.Year,NA
1410,11X545,Bronx Aerospace High School,CUNY.4.Year,0.11
1411,11X290,Bronx Academy of Health Careers,CUNY.4.Year,0.21
1412,10X264,Bronx Academy for Software Engineering (BASE),CUNY.4.Year,NA
1413,05M685,Bread & Roses Integrated Arts High School,CUNY.4.Year,0.04
1414,16K455,Boys and Girls High School,CUNY.4.Year,0.07
1415,26Q415,Benjamin N. Cardozo High School,CUNY.4.Year,0.23
1416,29Q313,Benjamin Franklin High School for Finance & Inform,CUNY.4.Year,NA
1417,13K670,Benjamin Banneker Academy,CUNY.4.Year,0.25
1418,10X434,Belmont Preparatory High School,CUNY.4.Year,0.14
1419,84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,CUNY.4.Year,NA
1420,13K595,Bedford Academy High School,CUNY.4.Year,0.24
1421,03M479,Beacon High School,CUNY.4.Year,0.05
1422,26Q495,Bayside High School,CUNY.4.Year,0.29
1423,02M411,Baruch College Campus High School,CUNY.4.Year,0.45
1424,24Q299,Bard High School Early College Queens,CUNY.4.Year,0.38
1425,01M696,Bard High School Early College,CUNY.4.Year,0.15
1426,08X530,Banana Kelly High School,CUNY.4.Year,0.05
1427,30Q580,Baccalaureate School for Global Education,CUNY.4.Year,0.32
1428,24Q610,Aviation Career & Technical Education High School,CUNY.4.Year,0.24
1429,14K610,Automotive High School,CUNY.4.Year,0.11
1430,27Q400,August Martin High School,CUNY.4.Year,0.06
1431,11X299,Astor Collegiate Academy,CUNY.4.Year,0.14
1432,18K589,Arts & Media Preparatory Academy,CUNY.4.Year,0.09
1433,02M630,Art and Design High School,CUNY.4.Year,0.14
1434,08X367,"Archimedes Academy for Math, Science and Technolog",CUNY.4.Year,NA
1435,08X376,Antonia Pantoja Preparatory Academy: A College Boa,CUNY.4.Year,NA
1436,32K554,All City Leadership Secondary School,CUNY.4.Year,0.41
1437,07X600,Alfred E. Smith Career and Technical Education Hig,CUNY.4.Year,0.02
1438,13K499,ACORN Community High School,CUNY.4.Year,0.22
1439,84K508,Achievement First Endeavor Charter School,CUNY.4.Year,NA
1440,84K358,Achievement First East New York Charter School,CUNY.4.Year,NA
1441,84K356,Achievement First Crown Heights Charter School,CUNY.4.Year,0.18
1442,84K538,Achievement First Bushwick Charter School,CUNY.4.Year,NA
1443,32K552,Academy of Urban Planning,CUNY.4.Year,0.09
1444,27Q309,Academy of Medical Technology: A College Board Sch,CUNY.4.Year,0.20
1445,19K618,Academy of Innovative Technology,CUNY.4.Year,0.15
1446,17K408,Academy of Hospitality and Tourism,CUNY.4.Year,0.16
1447,24Q264,Academy of Finance and  Enterprise,CUNY.4.Year,0.41
1448,30Q575,Academy of American Studies,CUNY.4.Year,0.37
1449,19K404,Academy for Young Writers,CUNY.4.Year,0.13
1450,02M546,Academy for Software Engineering,CUNY.4.Year,NA
1451,05M367,Academy for Social Action: A College Board School,CUNY.4.Year,0.19
1452,11X270,Academy for Scholarship and Entrepreneurship: A Co,CUNY.4.Year,0.05
1453,09X365,Academy for Language and Technology,CUNY.4.Year,0.02
1454,17K751,Academy for Health Careers,CUNY.4.Year,NA
1455,32K403,Academy for Environmental Leadership,CUNY.4.Year,0.22
1456,18K637,Academy for Conservation and the Environment,CUNY.4.Year,0.32
1457,17K382,Academy for College Preparation and Career Explora,CUNY.4.Year,0.28
1458,30Q301,Academy for Careers in Television and Film,CUNY.4.Year,0.33
1459,21K410,Abraham Lincoln High School,CUNY.4.Year,0.25
1460,06M540,A. Philip Randolph Campus High School,CUNY.4.Year,0.22
1461,02M047,47 The American Sign Language and English Secondar,CUNY.4.Year,0.27
1462,28Q896,"Young Women's Leadership School, Queens",NYS.Public,0.15
1463,30Q286,"Young Women's Leadership School, Astoria",NYS.Public,0.11
1464,14K614,Young Women's Leadership School of Brooklyn,NYS.Public,NA
1465,04M610,Young Women's Leadership School,NYS.Public,0.27
1466,28Q284,York Early College Academy,NYS.Public,0.07
1467,10X353,World View High School,NYS.Public,NA
1468,25Q285,World Journalism Preparatory: A College Board Scho,NYS.Public,0.09
1469,19K510,World Academy for Total Community Health High Scho,NYS.Public,0.07
1470,08X282,Women's Academy of Excellence,NYS.Public,0.08
1471,12X684,Wings Academy,NYS.Public,0.12
1472,14K561,Williamsburg Preparatory School,NYS.Public,0.14
1473,14K558,Williamsburg High School for Architecture and Desi,NYS.Public,0.08
1474,84K355,Williamsburg Collegiate Charter School,NYS.Public,0.29
1475,84K473,Williamsburg Charter High School,NYS.Public,0.08
1476,21K620,William E. Grady Career and Technical Education Hi,NYS.Public,0.06
1477,30Q445,William Cullen Bryant High School,NYS.Public,0.04
1478,08X558,Westchester Square Academy,NYS.Public,NA
1479,10X243,West Bronx Academy for the Future,NYS.Public,0.15
1480,02M460,Washington Irving High School,NYS.Public,0.07
1481,06M348,Washington Heights Expeditionary Learning School,NYS.Public,0.15
1482,03M415,Wadleigh Secondary School for the Performing & Vis,NYS.Public,0.13
1483,19K660,W. H. Maxwell Career and Technical Education High,NYS.Public,0.03
1484,18K576,Victory Collegiate High School,NYS.Public,0.04
1485,25Q240,Veritas Academy,NYS.Public,NA
1486,02M449,Vanguard High School,NYS.Public,0.16
1487,09X263,Validus Preparatory Academy: An Expeditionary Lear,NYS.Public,0.14
1488,02M300,"Urban Assembly School of Design and Construction,",NYS.Public,0.15
